user,item
135,4025
135,2125
135,7444
135,31685
136,4896
136,364
136,7153
136,5952
136,2571
136,98809
136,91542
136,2571
136,109374
136,5618
147,1210
147,2474
147,1527
147,87430
147,2858
147,2947
147,2005
147,1129
147,2949
147,3256
152,356
152,2571
152,2141
152,1196
152,1
152,4027
152,1291
152,3793
152,7153
152,5952
154,1275
154,318
154,593
154,59118
154,8874
154,46578
154,46976
154,47610
154,51255
154,44761
155,2959
155,541
155,318
155,46578
155,608
155,6016
155,31658
155,318
155,46578
155,5618
162,37739
162,7156
162,2959
162,994
162,2968
162,1274
162,3000
162,26662
162,741
162,6283
163,2571
163,296
163,48516
163,44191
163,81817
163,296
163,2571
163,7438
163,44191
163,4993
168,8695
168,61075
168,232
168,8983
168,6188
168,46578
168,3949
168,5618
168,68157
168,4973
175,106487
175,527
175,1270
175,480
175,500
175,1259
175,527
175,1704
175,3360
175,30749
182,51662
182,1126
182,2150
182,7502
182,59315
182,59315
182,51662
182,53972
182,59369
182,79132
189,588
189,5816
189,595
189,4306
189,58559
189,2571
189,4306
189,7153
189,2959
189,33794
190,296
190,2245
190,61075
190,56171
190,4226
190,6016
190,3949
190,46976
190,8873
190,4226
201,36519
201,2858
201,4973
201,1215
201,8695
201,4973
201,6016
201,778
201,293
201,2858
204,1270
204,318
204,2571
204,2716
204,4002
204,4993
204,2571
204,318
204,7153
204,6874
205,318
205,2762
205,4016
205,59118
205,2858
205,46976
205,56367
205,47610
205,8949
205,44195
206,4054
206,68237
206,1126
206,7293
206,899
206,33679
206,4025
206,7293
206,4718
206,1917
208,2863
208,3581
208,4308
208,2746
208,63853
208,109374
208,106100
208,96488
208,100556
208,107141
209,110
209,64614
209,27850
209,4886
209,1222
209,98961
209,84392
209,64614
209,47099
209,80489
211,6874
211,110
211,27846
211,480
211,1
211,1
211,1196
211,588
211,480
211,1291
213,7395
213,8368
213,6377
213,4016
213,65261
213,91529
213,1704
213,3147
213,89745
213,8961
215,1197
215,1230
215,8983
215,3253
215,2716
215,95088
215,101
215,4027
215,94959
215,8641
218,77800
218,48738
218,60482
218,175
218,2762
218,46578
218,54997
218,38061
218,47610
218,58998
220,1722
220,7361
220,47099
220,1653
220,1704
220,608
220,32
220,55820
220,1732
220,1206
232,2289
232,648
232,356
232,588
232,480
232,2918
232,4027
232,1704
232,1206
232,111
237,541
237,780
237,588
237,86781
237,1197
237,780
237,588
237,2716
237,1265
237,3793
239,2294
239,3793
239,6333
239,6620
239,2701
239,6794
239,5389
239,5109
239,2059
239,7374
241,2959
241,48322
241,4973
241,4406
241,1214
241,29
241,27156
241,7118
241,680
241,8253
248,6197
248,2289
248,4995
248,4235
248,5747
248,92259
248,63082
248,3949
248,48780
248,64614
252,82459
252,5747
252,1220
252,57528
252,6985
252,858
252,1136
252,1234
252,913
252,750
254,8633
254,593
254,48516
254,527
254,356
254,293
254,4235
254,1732
254,3000
254,55820
258,260
258,31225
258,50160
258,58293
258,6377
258,58025
258,6383
258,46335
258,58655
258,45672
264,8529
264,6539
264,6373
264,1136
264,4973
264,8961
264,5618
264,1907
264,37729
264,6936
266,4367
266,497
266,6331
266,1198
266,4270
266,7669
266,68954
266,8961
266,76093
266,31658
271,5400
271,318
271,60069
271,7099
271,5618
271,99114
271,109374
271,318
271,4993
271,5618
279,4016
279,5299
279,6377
279,65261
279,88125
279,68954
279,1688
279,7669
279,2059
279,70334
284,5747
284,1221
284,2959
284,8808
284,1291
284,293
284,6016
284,1227
284,6
284,608
285,8368
285,1073
285,1210
285,8580
285,1270
285,2005
285,2161
285,2193
285,673
285,1544
294,32596
294,1339
294,5618
294,2474
294,41863
294,1373
294,3256
294,1367
294,2949
294,2947
304,7153
304,1210
304,2141
304,6711
304,27846
304,99114
304,7153
304,593
304,7361
304,527
312,2141
312,648
312,2092
312,3686
312,593
312,49272
312,6548
312,6059
312,8972
312,4901
313,6377
313,4262
313,2571
313,6333
313,3793
313,2706
313,1517
313,2959
313,33794
313,34162
316,3793
316,589
316,27879
316,6377
316,3578
316,3527
316,44191
316,1274
316,32
316,741
317,8874
317,2985
317,33136
317,780
317,2289
317,54503
317,1704
317,1213
317,1089
317,3147
318,36525
318,5267
318,4677
318,5349
318,4226
318,108979
318,79702
318,70286
318,99114
318,91529
337,1956
337,3911
337,527
337,288
337,5250
337,51412
337,67923
337,60072
337,58103
337,62081
340,5952
340,5747
340,64614
340,2762
340,60069
340,6016
340,47610
340,46578
340,30749
340,56367
342,4226
342,541
342,296
342,17
342,89753
342,296
342,79132
342,91529
342,293
342,109374
348,6213
348,2572
348,260
348,194
348,44022
348,97673
348,96488
348,94959
348,109374
348,111235
351,296
351,2959
351,2571
351,5618
351,8622
351,46578
351,296
351,31658
351,6016
351,33794
359,41571
359,3675
359,60069
359,48394
359,31878
359,85020
359,79695
359,84601
359,87520
359,86190
361,356
361,4306
361,589
361,2289
361,953
361,4306
361,47
361,1196
361,356
361,1198
367,2450
367,60684
367,6268
367,86190
367,735
367,58295
367,42718
367,79695
367,51935
367,53972
370,40629
370,7254
370,59118
370,8983
370,8695
370,115569
370,105504
370,109374
370,111362
370,91529
372,7361
372,608
372,60482
372,87430
372,30820
372,6016
372,541
372,1222
372,1213
372,608
375,1449
375,43921
375,4411
375,94015
375,2336
375,46578
375,608
375,1230
375,1252
375,3983
379,1653
379,1210
379,296
379,589
379,5017
379,33493
379,1270
379,589
379,1210
379,34405
383,2959
383,2571
383,5989
383,5903
383,318
383,79132
383,51662
383,58559
383,56174
383,44191
387,4678
387,3967
387,3740
387,7324
387,1028
387,71211
387,47997
387,51255
387,69122
387,58559
388,4642
388,7153
388,4993
388,5952
388,1291
388,27660
388,33794
388,44191
388,7090
388,1274
394,22
394,6383
394,71033
394,1131
394,3072
394,26524
394,55687
394,47999
394,55176
394,63876
395,1073
395,2528
395,1357
395,5618
395,34319
395,2005
395,1367
395,661
395,4447
395,2080
398,72731
398,4226
398,527
398,4406
398,6711
398,89745
398,92259
398,91542
398,59315
398,293
407,593
407,69784
407,7324
407,4312
407,1018
407,3148
407,3451
407,1271
407,1962
407,1956
409,1126
409,1544
409,51662
409,1197
409,33794
409,2000
409,3256
409,5418
409,6565
409,4085
413,1956
413,2762
413,1270
413,4002
413,48322
413,7820
413,2068
413,7938
413,306
413,7939
419,60074
419,2959
419,6377
419,50160
419,994
419,5283
419,52245
419,62434
419,8807
419,61132
421,4262
421,8808
421,3911
421,1230
421,356
421,59315
421,54997
421,58998
421,61132
421,69122
422,3793
422,1
422,36529
422,160
422,306
422,1907
422,1025
422,5444
422,5618
422,5218
425,1207
425,59369
425,33834
425,3361
425,4343
425,5333
425,2732
425,5147
425,6783
425,7983
427,4226
427,3897
427,1198
427,527
427,2762
427,903
427,2657
427,1090
427,1380
427,3147
430,5952
430,7153
430,4993
430,3287
430,5219
430,1438
430,502
430,3438
430,2826
430,4701
431,296
431,58559
431,6711
431,593
431,2289
431,63082
431,56367
431,68157
431,296
431,58559
436,356
436,2959
436,2571
436,480
436,953
436,1197
436,5618
436,1288
436,46578
436,551
440,5378
440,8636
440,147
440,597
440,6934
440,89745
440,91542
440,102445
440,99114
440,92259
442,60482
442,82459
442,2858
442,5747
442,318
442,111
442,61240
442,778
442,6016
442,541
448,6188
448,2474
448,8125
448,5504
448,7456
448,593
448,903
448,2858
448,318
448,1193
451,608
451,7361
451,2600
451,6197
451,5618
451,48082
451,46578
451,62511
451,27266
451,48774
455,7361
455,4235
455,72998
455,4386
455,318
455,90376
455,63808
455,86320
455,81591
455,81257
457,260
457,6373
457,1073
457,60069
457,35836
457,1304
457,923
457,953
457,2692
457,1201
459,7153
459,73101
459,1023
459,8580
459,4973
459,36529
459,64614
459,55820
459,72998
459,68237
462,648
462,260
462,1
462,150
462,296
462,6156
462,4701
462,7161
462,8972
462,4545
466,3624
466,3147
466,314
466,157
466,4896
466,76093
466,5618
466,69844
466,72737
466,66097
469,3751
469,1010
469,2245
469,1275
469,6016
469,92259
469,99114
469,97938
469,63082
469,88129
471,81817
471,68135
471,47200
471,58025
471,236
471,3098
471,7263
471,4187
471,4465
471,6565
482,588
482,4306
482,2795
482,2355
482,61160
482,97921
482,72641
482,96821
482,92259
482,79132
485,2959
485,61075
485,1147
485,27846
485,527
485,1732
485,293
485,2959
485,296
485,1704
486,16
486,3508
486,597
486,3462
486,2333
486,7395
486,4535
486,4921
486,7614
486,6565
492,260
492,356
492,1732
492,106489
492,2291
492,33794
492,1729
492,3174
492,3267
492,3020
500,1196
500,2968
500,260
500,6711
500,1956
500,1252
500,3362
500,6787
500,3468
500,908
503,318
503,61075
503,42
503,34319
503,780
503,36529
503,44191
503,47610
503,44665
503,8957
504,27803
504,1
504,8695
504,59784
504,72171
504,903
504,930
504,6787
504,296
504,1945
505,60069
505,7361
505,46578
505,4993
505,58025
505,79702
505,8641
505,58998
505,2502
505,54503
508,4993
508,7153
508,3723
508,6711
508,8633
508,33794
508,46578
508,33166
508,48516
508,8622
512,6365
512,53322
512,8580
512,4993
512,5673
512,1653
512,3147
512,1676
512,1090
512,2529
520,7234
520,1066
520,2420
520,81817
520,2042
520,91542
520,76251
520,91529
520,89492
520,2000
521,2094
521,1210
521,6016
521,1196
521,4973
521,64614
521,48780
521,88129
521,69122
521,81591
532,7153
532,4993
532,5952
532,2291
532,4262
532,48394
532,27604
532,6502
532,44191
532,32587
534,4878
534,589
534,2141
534,2947
534,1243
534,99114
534,102125
534,102445
534,112852
534,111362
535,35836
535,61240
535,497
535,1376
535,98809
535,46578
535,33166
535,48394
535,46976
535,4226
540,48322
540,1136
540,5747
540,33794
540,48516
540,91529
540,1206
540,3949
540,7361
540,4011
546,4016
546,8695
546,56367
546,4226
546,858
546,46578
546,33166
546,41285
546,5225
546,6953
548,51077
548,4306
548,377
548,500
548,588
548,2918
548,4306
548,586
548,6377
548,2797
557,6709
557,45950
557,2571
557,27879
557,61075
557,1208
557,1263
557,293
557,8589
557,1222
563,4700
563,40412
563,57528
563,541
563,1274
563,1464
563,6748
563,5489
563,7115
563,27266
571,296
571,593
571,318
571,33136
571,1240
571,1573
571,1101
571,2012
571,4963
571,442
572,1939
572,3181
572,5218
572,61729
572,26524
572,91529
572,105504
572,107141
572,102720
572,101895
573,7263
573,5667
573,6016
573,2959
573,58559
573,5618
573,1136
573,1201
573,3000
573,1221
577,50160
577,2959
577,1580
577,2858
577,5445
577,91542
577,59315
577,58559
577,85414
577,99114
578,1097
578,7442
578,589
578,48043
578,32596
578,7254
578,59315
578,35836
578,33794
578,56174
586,446
586,788
586,475
586,4262
586,79533
586,106487
586,99114
586,112852
586,102125
586,116823
588,6377
588,356
588,2762
588,78499
588,344
588,1438
588,3409
588,3826
588,3005
588,1586
598,61075
598,608
598,59018
598,6889
598,82459
598,913
598,750
598,608
598,593
598,1234
604,6373
604,8956
604,107
604,597
604,4144
604,33794
604,35836
604,45501
604,6936
604,44191
609,2294
609,4349
609,832
609,27727
609,3271
609,31658
609,8983
609,38038
609,27803
609,44191
612,48774
612,930
612,2413
612,2141
612,2114
612,48774
612,33794
612,32587
612,7438
612,8464
614,26462
614,6754
614,2245
614,48774
614,4386
614,106696
614,109374
614,91529
614,89745
614,99114
617,6016
617,296
617,2571
617,2289
617,1207
617,296
617,6016
617,1136
617,111
617,47
619,4306
619,49530
619,941
619,88125
619,4954
619,31685
619,6936
619,33679
619,33794
619,4639
626,296
626,5952
626,6711
626,2858
626,61075
626,2502
626,6796
626,3552
626,6188
626,1060
631,5989
631,72395
631,45722
631,1022
631,364
631,109374
631,96832
631,108981
631,104879
631,88129
633,78499
633,46578
633,296
633,8985
633,4016
633,46578
633,2502
633,3147
633,1704
633,1732
637,4878
637,5816
637,54001
637,2628
637,1206
637,111759
637,105504
637,88129
637,109374
637,108729
649,2959
649,64701
649,2289
649,1210
649,1
649,1704
649,47
649,2918
649,2959
649,1089
650,6188
650,8695
650,2858
650,8633
650,6223
650,29
650,5673
650,7123
650,1464
650,4641
661,106487
661,7324
661,53464
661,1081
661,500
661,3148
661,6565
661,3451
661,1643
661,7493
662,6197
662,858
662,48394
662,52975
662,7324
662,223
662,4027
662,1527
662,2716
662,34405
664,778
664,497
664,175
664,73681
664,33679
664,45501
664,2959
664,34162
664,33794
664,296
672,541
672,1207
672,7263
672,84954
672,2732
672,27317
672,7235
672,5909
672,29
672,27604
689,45950
689,2762
689,90531
689,1196
689,1089
689,6365
689,3717
689,6537
689,6934
689,33794
692,4993
692,2959
692,37739
692,5952
692,838
692,79132
692,91529
692,89745
692,87232
692,33794
693,296
693,71033
693,2289
693,61075
693,6197
693,1884
693,3949
693,296
693,56367
693,1206
694,1196
694,27803
694,2012
694,955
694,41863
694,7395
694,932
694,5620
694,3675
694,6266
700,1196
700,58559
700,356
700,588
700,4993
700,1370
700,1573
700,2353
700,786
700,3147
710,1487
710,5382
710,585
710,7836
710,1023
710,102588
710,111235
710,100556
710,116799
710,96832
724,5747
724,3504
724,1210
724,260
724,1586
724,908
724,58559
724,1252
724,1304
724,913
729,4025
729,4306
729,2028
729,2300
729,17
729,80463
729,63082
729,91529
729,64614
729,81591
735,45950
735,2193
735,2321
735,1961
735,296
735,105504
735,97921
735,111759
735,106916
735,98961
737,3969
737,1064
737,7153
737,81564
737,44
737,33794
737,8528
737,6539
737,34162
737,35836
738,527
738,1221
738,7324
738,2762
738,1270
738,541
738,6
738,1732
738,293
738,1252
739,5218
739,592
739,65596
739,59118
739,4973
739,54997
739,58998
739,64839
739,51255
739,55290
741,5902
741,539
741,1270
741,1300
741,3578
741,46803
741,3724
741,26078
741,33639
741,31934
742,296
742,8580
742,7361
742,318
742,592
742,1704
742,1136
742,47
742,1089
742,1961
744,103980
744,27866
744,1273
744,63992
744,60382
744,54997
744,63082
744,72641
744,64614
744,47099
748,2959
748,2094
748,260
748,1136
748,593
748,27317
748,541
748,29
748,7387
748,1136
756,2959
756,1909
756,2571
756,46578
756,2141
756,46578
756,51255
756,60069
756,48394
756,63082
763,2028
763,2959
763,480
763,1573
763,4306
763,1610
763,2000
763,4963
763,5349
763,6333
768,1588
768,5218
768,223
768,57368
768,5667
768,99114
768,89745
768,106072
768,104879
768,102125
770,950
770,1376
770,296
770,1136
770,5618
770,46578
770,5225
770,8638
770,8949
770,3556
774,1
774,5747
774,1474
774,3798
774,61075
774,1293
774,1225
774,1234
774,1259
774,953
775,50912
775,78499
775,3897
775,8622
775,785
775,426
775,2122
775,332
775,366
775,2513
777,2294
777,8985
777,40732
777,72226
777,26270
777,6299
777,260
777,30793
777,3993
777,592
779,1198
779,1
779,8368
779,2916
779,2716
779,1304
779,1676
779,2985
779,1370
779,3147
784,1
784,8580
784,356
784,318
784,48516
784,54503
784,46976
784,51255
784,40819
784,1732
786,5989
786,318
786,1956
786,1687
786,2571
786,109374
786,96821
786,89745
786,106696
786,97921
787,2289
787,318
787,4226
787,593
787,4312
787,608
787,1234
787,30749
787,318
787,1617
789,1147
789,5952
789,356
789,1270
789,318
789,1907
789,81847
789,68954
789,588
789,78499
804,527
804,608
804,6197
804,994
804,589
804,98809
804,104879
804,99114
804,106696
804,112175
808,1136
808,2571
808,1210
808,60069
808,7153
808,76093
808,68954
808,60069
808,78499
808,95311
811,6874
811,7263
811,8695
811,318
811,7361
811,5147
811,1252
811,111
811,306
811,7361
827,356
827,58559
827,87430
827,1270
827,4973
827,1136
827,4993
827,5952
827,7153
827,1704
828,2959
828,7395
828,318
828,3000
828,296
828,69122
828,60069
828,56367
828,47610
828,6539
829,3508
829,597
829,1917
829,68319
829,33493
829,106487
829,91690
829,107141
829,111921
829,90576
841,2141
841,2959
841,2762
841,5952
841,318
841,2959
841,4306
841,1196
841,1136
841,318
843,539
843,103539
843,910
843,47382
843,8520
843,91077
843,96488
843,96728
843,105197
843,109848
844,1126
844,6539
844,3578
844,5349
844,175
844,44191
844,6539
844,51662
844,53125
844,33679
846,1200
846,527
846,33615
846,2959
846,6333
846,46578
846,8784
846,30793
846,7361
846,7147
847,54612
847,951
847,1673
847,357
847,4246
847,8623
847,1810
847,3244
847,3451
847,4086
854,260
854,1198
854,6539
854,110
854,45950
854,6539
854,8961
854,44191
854,8665
854,1704
864,1573
864,318
864,778
864,6539
864,2571
864,4855
864,4489
864,4545
864,3479
864,2803
865,32
865,6874
865,858
865,58559
865,64701
865,4973
865,293
865,778
865,32
865,2329
866,8580
866,2245
866,2968
866,60069
866,4850
866,88125
866,95167
866,96821
866,79091
866,88163
868,82459
868,6442
868,1198
868,1132
868,2094
868,7560
868,3811
868,3334
868,3035
868,1674
872,345
872,5995
872,1305
872,51662
872,2762
872,1688
872,5419
872,2335
872,673
872,1911
873,2571
873,1214
873,5618
873,994
873,4973
873,32
873,2571
873,589
873,480
873,3793
878,527
878,61075
878,2797
878,2966
878,2141
878,4144
878,44694
878,2692
878,7323
878,5147
887,2959
887,7153
887,7361
887,4878
887,56788
887,99114
887,91529
887,96610
887,89745
887,296
890,7153
890,6539
890,150
890,6377
890,589
890,1704
890,4995
890,1259
890,1784
890,6539
891,4993
891,1210
891,58559
891,61075
891,5747
891,4993
891,91529
891,593
891,296
891,1210
893,97752
893,30793
893,6377
893,3317
893,953
893,88163
893,96821
893,80860
893,86833
893,84374
894,2094
894,7361
894,6016
894,2581
894,994
894,1206
894,7361
894,1732
894,2997
894,111
898,593
898,4995
898,51077
898,78499
898,5747
898,5620
898,7669
898,8533
898,2424
898,4025
902,3114
902,1196
902,1126
902,2968
902,1527
902,551
902,3114
902,919
902,4027
902,1968
910,3182
910,1190
910,30793
910,1300
910,6383
910,105504
910,106916
910,107141
910,91529
910,104879
912,60482
912,318
912,4226
912,593
912,1230
912,318
912,59315
912,79132
912,44191
912,32
913,2858
913,56788
913,1221
913,7361
913,608
913,2858
913,7361
913,1136
913,293
913,1089
915,1275
915,5747
915,26084
915,994
915,2858
915,6787
915,800
915,898
915,3451
915,1945
916,1291
916,500
916,1136
916,1200
916,6711
916,1136
916,7153
916,55820
916,7361
916,2329
919,1956
919,5
919,296
919,7324
919,57669
919,36517
919,4973
919,41997
919,46723
919,33794
923,59315
923,7156
923,296
923,1126
923,71033
923,54503
923,35836
923,46976
923,58998
923,52973
924,45950
924,296
924,58559
924,61075
924,6016
924,296
924,99114
924,318
924,2571
924,293
926,7153
926,356
926,48516
926,2858
926,4306
926,7153
926,2858
926,527
926,356
926,1089
932,27879
932,296
932,480
932,1126
932,780
932,59315
932,33794
932,66934
932,61132
932,58559
933,33794
933,356
933,3114
933,7361
933,48516
933,1907
933,5218
933,59784
933,54259
933,54286
935,59118
935,2571
935,2858
935,25963
935,4973
935,933
935,50872
935,27721
935,7926
935,908
937,2571
937,27846
937,58559
937,318
937,45950
937,36529
937,47610
937,54997
937,55820
937,49272
940,6197
940,3083
940,1104
940,3361
940,1201
940,46578
940,27878
940,27266
940,30820
940,6299
948,8368
948,48982
948,50872
948,33794
948,2571
948,1197
948,5618
948,318
948,48394
948,50872
949,6197
949,2289
949,741
949,296
949,2858
949,741
949,6502
949,27660
949,27904
949,60069
951,1221
951,1036
951,2571
951,8638
951,110
951,293
951,7143
951,2571
951,1036
951,3753
964,4306
964,5333
964,5995
964,8781
964,480
964,98243
964,87222
964,5419
964,76093
964,69844
969,87430
969,52975
969,356
969,8983
969,2600
969,88129
969,90600
969,73808
969,81562
969,92259
971,2916
971,77800
971,2950
971,55442
971,2917
971,63876
971,47423
971,215
971,60950
971,55805
975,1527
975,89753
975,2762
975,57669
975,17
975,91529
975,88129
975,104879
975,106920
975,96079
979,2571
979,6776
979,8937
979,2959
979,778
979,99114
979,91542
979,2959
979,79132
979,76251
982,81591
982,1376
982,8754
982,4720
982,49649
982,61236
982,55442
982,55444
982,56782
982,52952
984,367
984,5349
984,2858
984,1092
984,780
984,5218
984,6378
984,33679
984,33794
984,8644
990,4993
990,2571
990,2628
990,953
990,318
990,4993
990,1136
990,2571
990,318
990,60069
994,2336
994,7395
994,35836
994,27408
994,48394
994,64575
994,64622
994,72011
994,60069
994,68954
995,4262
995,91500
995,497
995,4993
995,33493
995,5349
995,44191
995,33493
995,3793
995,8636
997,3686
997,2959
997,6329
997,27846
997,2245
997,318
997,296
997,2959
997,6016
997,63082
1000,59315
1000,2788
1000,51662
1000,2150
1000,1320
1000,59315
1000,34405
1000,54286
1000,3793
1000,48780
1001,296
1001,593
1001,1586
1001,364
1001,6377
1001,955
1001,4914
1001,2971
1001,943
1001,2303
1003,4993
1003,50160
1003,344
1003,4306
1003,367
1003,59315
1003,51255
1003,38038
1003,4963
1003,7147
1015,50160
1015,7160
1015,3363
1015,6377
1015,33660
1015,31685
1015,33794
1015,3916
1015,6539
1015,33679
1016,7361
1016,4226
1016,3498
1016,593
1016,2094
1016,1252
1016,608
1016,903
1016,7361
1016,908
1022,6874
1022,1126
1022,6539
1022,3793
1022,367
1022,3793
1022,48774
1022,27660
1022,52328
1022,1748
1023,344
1023,356
1023,3097
1023,588
1023,2126
1023,588
1023,480
1023,780
1023,6377
1023,3793
1024,4995
1024,3578
1024,6539
1024,318
1024,1909
1024,46578
1024,39183
1024,8784
1024,44191
1024,8622
1028,6197
1028,8580
1028,58559
1028,3911
1028,34162
1028,7293
1028,31685
1028,5449
1028,6936
1028,6539
1034,608
1034,994
1034,6537
1034,7037
1034,8808
1034,3706
1034,7044
1034,1464
1034,608
1034,7115
1036,296
1036,6197
1036,4226
1036,356
1036,1207
1036,296
1036,4226
1036,3949
1036,55820
1036,6016
1048,40819
1048,502
1048,3481
1048,4896
1048,2469
1048,106782
1048,8798
1048,111759
1048,98961
1048,5010
1052,33145
1052,48741
1052,7419
1052,26270
1052,1923
1052,6611
1052,7820
1052,25753
1052,5147
1052,6987
1061,1270
1061,6333
1061,79251
1061,5445
1061,5378
1061,44191
1061,33493
1061,6333
1061,8636
1061,59315
1065,45950
1065,4878
1065,593
1065,1
1065,260
1065,4993
1065,780
1065,1580
1065,1196
1065,1270
1068,1610
1068,6934
1068,107
1068,593
1068,54513
1068,1438
1068,4701
1068,2826
1068,8972
1068,3301
1073,2858
1073,4878
1073,953
1073,5445
1073,7361
1073,2617
1073,2671
1073,1676
1073,1573
1073,594
1074,1198
1074,7367
1074,1197
1074,87308
1074,67788
1074,950
1074,908
1074,7055
1074,1207
1074,930
1078,950
1078,150
1078,497
1078,45950
1078,318
1078,1304
1078,750
1078,1220
1078,908
1078,1252
1090,6539
1090,27846
1090,3114
1090,6377
1090,2528
1090,5620
1090,7293
1090,31685
1090,6936
1090,7451
1094,4993
1094,8580
1094,5952
1094,33794
1094,51662
1094,3275
1094,44665
1094,51662
1094,33794
1094,2571
1106,7156
1106,32
1106,175
1106,59315
1106,6533
1106,59315
1106,34405
1106,58559
1106,33794
1106,318
1108,2959
1108,260
1108,5618
1108,1196
1108,2858
1108,99114
1108,97921
1108,96821
1108,106487
1108,91542
1141,1566
1141,48774
1141,1721
1141,1278
1141,6197
1141,3000
1141,1136
1141,1197
1141,91529
1141,109374
1145,2890
1145,64701
1145,7324
1145,2571
1145,87430
1145,1258
1145,1219
1145,608
1145,1214
1145,1263
1147,111759
1147,72226
1147,2474
1147,5747
1147,89753
1147,96832
1147,88129
1147,1244
1147,109374
1147,1206
1148,1198
1148,356
1148,318
1148,1036
1148,110
1148,318
1148,356
1148,1200
1148,3578
1148,527
1154,8718
1154,88235
1154,59018
1154,61075
1154,1207
1154,3741
1154,3683
1154,8042
1154,7820
1154,599
1155,1210
1155,3512
1155,93498
1155,1225
1155,2762
1155,4187
1155,953
1155,950
1155,17
1155,911
1158,260
1158,1196
1158,858
1158,1200
1158,356
1158,2329
1158,7438
1158,318
1158,7361
1158,1732
1163,355
1163,1573
1163,588
1163,1036
1163,6539
1163,2078
1163,1907
1163,1029
1163,1367
1163,661
1164,2289
1164,3578
1164,356
1164,527
1164,110
1164,5218
1164,51662
1164,4022
1164,7438
1164,33794
1165,26225
1165,53464
1165,34334
1165,1586
1165,105197
1165,27266
1165,8973
1165,6268
1165,44694
1165,38886
1166,5349
1166,1097
1166,56174
1166,32596
1166,7361
1166,51834
1166,45720
1166,49286
1166,38798
1166,50802
1168,4878
1168,175
1168,5445
1168,318
1168,36519
1168,7361
1168,44191
1168,1274
1168,318
1168,1214
1175,48043
1175,5377
1175,1197
1175,2640
1175,40583
1175,46976
1175,38798
1175,46578
1175,47610
1175,50872
1198,592
1198,5952
1198,7153
1198,7456
1198,54612
1198,34162
1198,44191
1198,6539
1198,32587
1198,30793
1200,27416
1200,5017
1200,1960
1200,6223
1200,3723
1200,54997
1200,53996
1200,62849
1200,68791
1200,63082
1202,64701
1202,32
1202,356
1202,4993
1202,923
1202,32
1202,1089
1202,4993
1202,356
1202,4973
1206,87222
1206,59369
1206,2289
1206,64614
1206,7502
1206,56367
1206,59315
1206,46578
1206,33794
1206,51662
1222,8808
1222,5952
1222,3991
1222,4306
1222,45950
1222,902
1222,342
1222,1367
1222,3072
1222,2407
1226,260
1226,7156
1226,480
1226,7346
1226,7153
1226,59315
1226,2571
1226,3793
1226,34405
