user,item
370,103253
370,104841
370,97752
370,111364
372,6016
372,541
372,1222
372,1213
372,608
372,778
372,1136
372,1732
372,7361
372,1252
375,46578
375,608
375,1230
375,1252
375,3983
375,1247
375,4027
375,37741
375,7361
375,1244
379,33493
379,1270
379,589
379,1210
379,34405
379,1527
379,3793
379,480
379,6979
379,1356
383,79132
383,51662
383,58559
383,56174
383,44191
383,72998
383,59315
383,69122
383,60069
383,54286
387,71211
387,47997
387,51255
387,69122
387,58559
387,61024
387,55805
387,60684
387,61323
387,70286
388,27660
388,33794
388,44191
388,7090
388,1274
388,8983
388,36529
388,31878
388,37830
388,3275
394,26524
394,55687
394,47999
394,55176
394,63876
394,26366
394,53894
394,59141
394,44788
394,54997
395,2005
395,1367
395,661
395,4447
395,2080
395,2572
395,3489
395,783
395,5218
395,2193
398,89745
398,92259
398,91542
398,59315
398,293
398,68157
398,4226
398,64614
398,593
398,1196
407,3148
407,3451
407,1271
407,1962
407,1956
407,1096
407,1958
407,1041
407,306
407,2067
409,2000
409,3256
409,5418
409,6565
409,4085
409,5064
409,8132
409,1197
409,5010
409,2501
413,7820
413,2068
413,7938
413,306
413,7939
413,6611
413,4422
413,8785
413,6016
413,3083
419,5283
419,52245
419,62434
419,8807
419,61132
419,58156
419,66509
419,63479
419,3955
419,51255
421,59315
421,54997
421,58998
421,61132
421,69122
421,52973
421,60069
421,49272
421,47610
421,53996
422,1907
422,1025
422,5444
422,5618
422,5218
422,33794
422,2078
422,673
422,8360
422,2139
425,5333
425,2732
425,5147
425,6783
425,7983
425,2973
425,42217
425,6666
425,3075
425,5169
427,903
427,2657
427,1090
427,1380
427,3147
427,1641
427,1997
427,1954
427,2692
427,3176
430,1438
430,502
430,3438
430,2826
430,4701
430,1911
430,2378
430,3827
430,1100
430,4489
431,63082
431,56367
431,68157
431,296
431,58559
431,68954
431,7361
431,55820
431,60069
431,47610
436,1197
436,5618
436,1288
436,46578
436,551
436,4027
436,223
436,541
436,3000
436,8961
440,89745
440,91542
440,102445
440,99114
440,92259
440,96079
440,96610
440,102125
440,87232
440,106489
442,111
442,61240
442,778
442,6016
442,541
442,27773
442,2329
442,3362
442,1228
442,2858
448,593
448,903
448,2858
448,318
448,1193
448,3362
448,908
448,2186
448,3741
448,306
451,48082
451,46578
451,62511
451,27266
451,48774
451,7361
451,63808
451,55444
451,3949
451,52952
455,90376
455,63808
455,86320
455,81591
455,81257
455,89118
455,90374
455,90430
455,27727
455,74416
457,1304
457,923
457,953
457,2692
457,1201
457,2324
457,913
457,1207
457,1234
457,1263
459,36529
459,64614
459,55820
459,72998
459,68237
459,69481
459,70286
459,61236
459,60069
459,68954
462,6156
462,4701
462,7161
462,8972
462,4545
462,3301
462,5419
462,3624
462,6548
462,8907
466,76093
466,5618
466,69844
466,72737
466,66097
466,56367
466,88125
466,79132
466,58559
466,65261
469,92259
469,99114
469,97938
469,63082
469,88129
469,104841
469,104879
469,97304
469,96829
469,81591
471,3098
471,7263
471,4187
471,4465
471,6565
471,5644
471,2268
471,1242
471,1272
471,1962
482,97921
482,72641
482,96821
482,92259
482,79132
482,91529
482,98961
482,102903
482,81845
482,100527
485,1732
485,293
485,2959
485,296
485,1704
485,3147
485,68157
485,7438
485,7361
485,1089
486,7395
486,4535
486,4921
486,7614
486,6565
486,3512
486,3061
486,3111
486,3451
486,7493
492,33794
492,1729
492,3174
492,3267
492,3020
492,1274
492,3033
492,1339
492,1129
492,70
500,1252
500,3362
500,6787
500,3468
500,908
500,1201
500,913
500,1196
500,1147
500,2329
503,36529
503,44191
503,47610
503,44665
503,8957
503,51662
503,32587
503,33679
503,56174
503,54286
504,903
504,930
504,6787
504,296
504,1945
504,3435
504,904
504,5291
504,1234
504,922
505,79702
505,8641
505,58998
505,2502
505,54503
505,51255
505,4816
505,5110
505,1732
505,76251
508,33794
508,46578
508,33166
508,48516
508,8622
508,44191
508,6711
508,2329
508,3996
508,293
512,1653
512,3147
512,1676
512,1090
512,2529
512,1954
512,1356
512,1206
512,2000
512,1732
520,91542
520,76251
520,91529
520,89492
520,2000
520,1704
520,5989
520,318
520,81788
520,99114
521,64614
521,48780
521,88129
521,69122
521,81591
521,3949
521,51255
521,55820
521,63082
521,70286
532,48394
532,27604
532,6502
532,44191
532,32587
532,4878
532,56339
532,7099
532,4865
532,8874
534,99114
534,102125
534,102445
534,112852
534,111362
534,84152
534,98809
534,114180
534,111759
534,106072
535,46578
535,33166
535,48394
535,46976
535,4226
535,49272
535,47610
535,40819
535,44195
535,36535
540,91529
540,1206
540,3949
540,7361
540,4011
540,3275
540,89745
540,541
540,318
540,31658
546,46578
546,33166
546,41285
546,5225
546,6953
546,39183
546,4235
546,5954
546,46723
546,4226
548,2918
548,4306
548,586
548,6377
548,2797
548,4993
548,2706
548,7153
548,539
548,4886
557,1208
557,1263
557,293
557,8589
557,1222
557,32
557,1233
557,2712
557,2427
557,1645
563,1464
563,6748
563,5489
563,7115
563,27266
563,293
563,32
563,608
563,1206
563,3262
571,1573
571,1101
571,2012
571,4963
571,442
571,3623
571,1917
571,3147
571,1220
571,2706
572,91529
572,105504
572,107141
572,102720
572,101895
572,97921
572,102445
572,116823
572,106487
572,106072
573,5618
573,1136
573,1201
573,3000
573,1221
573,593
573,4973
573,68157
573,6016
573,541
577,91542
577,59315
577,58559
577,85414
577,99114
577,54286
577,89745
577,84152
577,59369
577,2959
578,7254
578,59315
578,35836
578,33794
578,56174
578,51662
578,589
578,60069
578,8641
578,1210
586,106487
586,99114
586,112852
586,102125
586,116823
586,97921
586,109374
586,88125
586,107141
586,98809
588,1438
588,3409
588,3826
588,3005
588,1586
588,1367
588,2394
588,2722
588,1499
588,2881
598,913
598,750
598,608
598,593
598,1234
598,1136
598,111
598,923
598,922
598,5618
604,33794
604,35836
604,45501
604,6936
604,44191
604,318
604,7451
604,6188
604,2571
604,5620
609,31658
609,8983
609,38038
609,27803
609,44191
609,44694
609,27773
609,6711
609,41997
609,48516
612,48774
612,33794
612,32587
612,7438
612,8464
612,296
612,48738
612,46976
612,8645
612,39292
614,106696
614,109374
614,91529
614,89745
614,99114
614,97921
614,107141
614,98809
614,104374
614,92259
617,296
617,6016
617,1136
617,111
617,47
617,1089
617,356
617,293
617,2571
617,4993
619,31685
619,6936
619,33679
619,33794
619,4639
619,7451
619,2572
619,3255
619,4299
619,4069
626,2502
626,6796
626,3552
626,6188
626,1060
626,3421
626,2231
626,2795
626,2109
626,180
631,109374
631,96832
631,108981
631,104879
631,88129
631,116799
631,94959
631,100556
631,96829
631,110882
633,46578
633,2502
633,3147
633,1704
633,1732
633,1259
633,2329
633,1089
633,8784
633,1225
637,111759
637,105504
637,88129
637,109374
637,108729
637,96829
637,114935
637,106920
637,104913
637,115569
649,1704
649,47
649,2918
649,2959
649,1089
649,1265
649,2997
649,1213
649,4027
649,6874
650,29
650,5673
650,7123
650,1464
650,4641
650,1916
650,2318
650,4642
650,175
650,27904
661,3148
661,6565
661,3451
661,1643
661,7493
661,3844
661,4187
661,4857
661,898
661,7303
662,223
662,4027
662,1527
662,2716
662,34405
662,44191
662,778
662,3527
662,1214
662,6502
664,45501
664,2959
664,34162
664,33794
664,296
664,35836
664,318
664,5283
664,4963
664,49272
672,27317
672,7235
672,5909
672,29
672,27604
672,4437
672,27592
672,61240
672,2160
672,2810
689,6365
689,3717
689,6537
689,6934
689,33794
689,5378
689,3623
689,1552
689,6539
689,4270
692,79132
692,91529
692,89745
692,87232
692,33794
692,78499
692,99114
692,66934
692,51255
692,54286
693,1884
693,3949
693,296
693,56367
693,1206
693,4979
693,2329
693,7438
693,223
693,30810
694,7395
694,932
694,5620
694,3675
694,6266
694,4447
694,6155
694,8808
694,8614
694,7444
700,1370
700,1573
700,2353
700,786
700,3147
700,3623
700,1101
700,2985
700,1391
700,1407
710,102588
710,111235
710,100556
710,116799
710,96832
710,110882
710,112940
710,90374
710,104272
710,105197
724,908
724,58559
724,1252
724,1304
724,913
724,858
724,1213
724,91529
724,7502
724,1207
729,80463
729,63082
729,91529
729,64614
729,81591
729,69481
729,59315
729,72011
729,67255
729,36529
735,105504
735,97921
735,111759
735,106916
735,98961
735,89745
735,97938
735,106100
735,112852
735,106920
737,33794
737,8528
737,6539
737,34162
737,35836
737,31685
737,5103
737,44191
737,7451
737,1198
738,541
738,6
738,1732
738,293
738,1252
738,4034
738,4027
738,1193
738,1214
738,527
739,54997
739,58998
739,64839
739,51255
739,55290
739,62849
739,57669
739,55820
739,79132
739,80463
741,46803
741,3724
741,26078
741,33639
741,31934
741,50066
741,32582
741,4024
741,26425
741,3634
742,1704
742,1136
742,47
742,1089
742,1961
742,318
742,1265
742,1036
742,1617
742,296
744,54997
744,63082
744,72641
744,64614
744,47099
744,59369
744,59784
744,40819
744,49530
744,76093
748,27317
748,541
748,29
748,7387
748,1136
748,7022
748,1206
748,3676
748,48394
748,27773
756,46578
756,51255
756,60069
756,48394
756,63082
756,69122
756,48774
756,52973
756,67087
756,55820
763,1610
763,2000
763,4963
763,5349
763,6333
763,7143
763,5418
763,8636
763,1101
763,293
768,99114
768,89745
768,106072
768,104879
768,102125
768,105504
768,106782
768,111364
768,110102
768,104241
770,46578
770,5225
770,8638
770,8949
770,3556
770,215
770,4979
770,5791
770,5377
770,41285
774,1293
774,1225
774,1234
774,1259
774,953
774,1962
774,1204
774,1674
774,6787
774,1961
775,426
775,2122
775,332
775,366
775,2513
775,1992
775,6615
775,328
775,2793
775,1130
777,6299
777,260
777,30793
777,3993
777,592
777,8645
777,1073
777,5812
777,7160
777,7147
779,1304
779,1676
779,2985
779,1370
779,3147
779,3175
779,6333
779,2657
779,1610
779,497
784,54503
784,46976
784,51255
784,40819
784,1732
784,4027
784,58998
784,69122
784,4979
784,2918
786,109374
786,96821
786,89745
786,106696
786,97921
786,97938
786,94959
786,106782
786,318
786,88125
787,608
787,1234
787,30749
787,318
787,1617
787,527
787,6870
787,593
787,1221
787,3006
789,1907
789,81847
789,68954
789,588
789,78499
789,595
789,5618
789,112175
789,106696
789,79091
804,98809
804,104879
804,99114
804,106696
804,112175
804,111362
804,106489
804,97938
804,108932
804,112852
808,76093
808,68954
808,60069
808,78499
808,95311
808,8961
808,1136
808,57504
808,66097
808,27156
811,5147
811,1252
811,111
811,306
811,7361
811,778
811,1206
811,2997
811,46578
811,1247
827,1136
827,4993
827,5952
827,7153
827,1704
827,1206
827,3996
827,778
827,1258
827,541
828,69122
828,60069
828,56367
828,47610
828,6539
828,51255
828,68954
828,68157
828,318
828,79702
829,106487
829,91690
829,107141
829,111921
829,90576
829,80860
829,109740
829,109864
829,88810
829,110771
841,2959
841,4306
841,1196
841,1136
841,318
841,4226
841,527
841,1291
841,5952
841,3578
843,91077
843,96488
843,96728
843,105197
843,109848
843,90357
843,104841
843,608
843,102194
843,106438
844,44191
844,6539
844,51662
844,53125
844,33679
844,45499
844,53996
844,40815
844,41566
844,42738
846,46578
846,8784
846,30793
846,7361
846,7147
846,33794
846,8983
846,37729
846,7090
846,4878
847,8623
847,1810
847,3244
847,3451
847,4086
847,7046
847,2915
847,3363
847,3424
847,1694
854,6539
854,8961
854,44191
854,8665
854,1704
854,4306
854,4995
854,54286
854,1198
854,1197
864,4855
864,4489
864,4545
864,3479
864,2803
864,2872
864,2403
864,3105
864,4499
864,2571
865,4973
865,293
865,778
865,32
865,2329
865,27727
865,318
865,48774
865,6711
865,5608
866,88125
866,95167
866,96821
866,79091
866,88163
866,81847
866,88810
866,107141
866,91542
866,97913
868,7560
868,3811
868,3334
868,3035
868,1674
868,7698
868,969
868,8094
868,7311
868,4406
872,1688
872,5419
872,2335
872,673
872,1911
872,1801
872,8907
872,1367
872,3617
872,239
873,32
873,2571
873,589
873,480
873,3793
873,33493
873,1580
873,5349
873,316
873,1240
878,4144
878,44694
878,2692
878,7323
878,5147
878,306
878,5225
878,4914
878,6954
878,8638
887,99114
887,91529
887,96610
887,89745
887,296
887,111759
887,2959
887,44191
887,111362
887,85414
890,1704
890,4995
890,1259
890,1784
890,6539
890,2268
890,3916
890,33166
890,1968
890,40819
891,4993
891,91529
891,593
891,296
891,1210
891,58559
891,5618
891,99114
891,858
891,8961
893,88163
893,96821
893,80860
893,86833
893,84374
893,91500
893,90576
893,6942
893,88405
893,71518
894,1206
894,7361
894,1732
894,2997
894,111
894,293
894,46578
894,47
894,2329
894,318
898,5620
898,7669
898,8533
898,2424
898,4025
898,1088
898,3594
898,40629
898,4447
898,838
902,551
902,3114
902,919
902,4027
902,1968
902,5952
902,46578
902,4993
902,7153
902,39
910,105504
910,106916
910,107141
910,91529
910,104879
910,106487
910,99112
910,112556
910,118700
910,109374
912,318
912,59315
912,79132
912,44191
912,32
912,589
912,70286
912,32587
912,48780
912,4226
913,2858
913,7361
913,1136
913,293
913,1089
913,7153
913,111
913,4993
913,68157
913,99114
915,6787
915,800
915,898
915,3451
915,1945
915,3468
915,1234
915,4187
915,3334
915,7311
916,1136
916,7153
916,55820
916,7361
916,2329
916,60069
916,68157
916,4993
916,46578
916,54286
919,36517
919,4973
919,41997
919,46723
919,33794
919,32587
919,8665
919,37741
919,1704
919,296
923,54503
923,35836
923,46976
923,58998
923,52973
923,34162
923,223
923,56367
923,6188
923,4027
924,296
924,99114
924,318
924,2571
924,293
924,47
924,4226
924,7438
924,1206
924,541
926,7153
926,2858
926,527
926,356
926,1089
926,2329
926,2028
926,1200
926,1213
926,1240
932,59315
932,33794
932,66934
932,61132
932,58559
932,5618
932,54503
932,60069
932,54997
932,56251
933,1907
933,5218
933,59784
933,54259
933,54286
933,45517
933,38038
933,8360
933,41566
933,6936
935,933
935,50872
935,27721
935,7926
935,908
935,48780
935,7151
935,3435
935,3091
935,2936
937,36529
937,47610
937,54997
937,55820
937,49272
937,58559
937,49530
937,7438
937,38061
937,64614
940,46578
940,27878
940,27266
940,30820
940,6299
940,48774
940,39183
940,48082
940,41285
940,37733
948,1197
948,5618
948,318
948,48394
948,50872
948,2571
948,8368
948,1136
948,91529
948,4973
949,741
949,6502
949,27660
949,27904
949,60069
949,48774
949,2288
949,6283
949,968
949,27611
951,293
951,7143
951,2571
951,1036
951,3753
951,6
951,1214
951,1387
951,1213
951,1954
964,98243
964,87222
964,5419
964,76093
964,69844
964,82169
964,86880
964,74530
964,112175
964,6624
969,88129
969,90600
969,73808
969,81562
969,92259
969,96829
969,68237
969,80463
969,98961
969,97860
971,63876
971,47423
971,215
971,60950
971,55805
971,46976
971,49280
971,8638
971,5577
971,38886
975,91529
975,88129
975,104879
975,106920
975,96079
975,104841
975,106782
975,98961
975,79132
975,112556
979,99114
979,91542
979,2959
979,79132
979,76251
979,296
979,96610
979,112852
979,84152
979,95510
982,61236
982,55442
982,55444
982,56782
982,52952
982,44555
982,31785
982,53519
982,27266
982,62250
984,5218
984,6378
984,33679
984,33794
984,8644
984,8360
984,5349
984,5010
984,8665
984,4025
990,4993
990,1136
990,2571
990,318
990,60069
990,68954
990,1704
990,4886
990,4226
990,1270
994,64575
994,64622
994,72011
994,60069
994,68954
994,55814
994,59018
994,71579
994,47629
994,55247
995,5349
995,44191
995,33493
995,3793
995,8636
995,8961
995,6539
995,6333
995,37830
995,45499
997,318
997,296
997,2959
997,6016
997,63082
997,44199
997,527
997,68157
997,64614
997,7361
1000,59315
1000,34405
1000,54286
1000,3793
1000,48780
1000,51662
1000,589
1000,1210
1000,7438
1000,51255
1001,955
1001,4914
1001,2971
1001,943
1001,2303
1001,2065
1001,27266
1001,2208
1001,4294
1001,3435
1003,59315
1003,51255
1003,38038
1003,4963
1003,7147
1003,6378
1003,5618
1003,7090
1003,318
1003,5418
1015,31685
1015,33794
1015,3916
1015,6539
1015,33679
1015,5218
1015,8972
1015,31225
1015,7445
1015,6378
1016,1252
1016,608
1016,903
1016,7361
1016,908
1016,6016
1016,5291
1016,4914
1016,5147
1016,1244
1022,3793
1022,48774
1022,27660
1022,52328
1022,1748
1022,1270
1022,60674
1022,1653
1022,5349
1022,6333
1023,588
1023,480
1023,780
1023,6377
1023,3793
1023,595
1023,1917
1023,4886
1023,6539
1023,4993
1024,46578
1024,39183
1024,8784
1024,44191
1024,8622
1024,33794
1024,40819
1024,8966
1024,32587
1024,6016
1028,7293
1028,31685
1028,5449
1028,6936
1028,6539
1028,6155
1028,58559
1028,8641
1028,45672
1028,5620
1034,3706
1034,7044
1034,1464
1034,608
1034,7115
1034,4210
1034,296
1034,426
1034,4546
1034,7008
1036,296
1036,4226
1036,3949
1036,55820
1036,6016
1036,27773
1036,46578
1036,48394
1036,44191
1036,79132
1048,106782
1048,8798
1048,111759
1048,98961
1048,5010
1048,34405
1048,555
1048,6016
1048,92259
1048,2000
1052,6611
1052,7820
1052,25753
1052,5147
1052,6987
1052,7939
1052,7938
1052,670
1052,42094
1052,7396
1061,44191
1061,33493
1061,6333
1061,8636
1061,59315
1061,51662
1061,6539
1061,8810
1061,40815
1061,6365
1065,4993
1065,780
1065,1580
1065,1196
1065,1270
1065,3578
1065,1
1065,44191
1065,1210
1065,7438
1068,1438
1068,4701
1068,2826
1068,8972
1068,3301
1068,4369
1068,6548
1068,3827
1068,2376
1068,2410
1073,2617
1073,2671
1073,1676
1073,1573
1073,594
1073,7438
1073,1407
1073,3408
1073,4022
1073,353
1074,950
1074,908
1074,7055
1074,1207
1074,930
1074,1197
1074,899
1074,969
1074,25866
1074,7121
1078,1304
1078,750
1078,1220
1078,908
1078,1252
1078,1394
1078,923
1078,2804
1078,3552
1078,1234
1090,5620
1090,7293
1090,31685
1090,6936
1090,7451
1090,4447
1090,34162
1090,3512
1090,6155
1090,2125
1094,3275
1094,44665
1094,51662
1094,33794
1094,2571
1094,48516
1094,2959
1094,32587
1094,318
1094,4011
1106,59315
1106,34405
1106,58559
1106,33794
1106,318
1106,50
1106,60069
1106,54286
1106,2959
1106,51255
1108,99114
1108,97921
1108,96821
1108,106487
1108,91542
1108,109374
1108,112852
1108,88163
1108,106696
1108,96079
1141,3000
1141,1136
1141,1197
1141,91529
1141,109374
1141,31658
1141,4993
1141,89745
1141,4973
1141,7153
1145,1258
1145,1219
1145,608
1145,1214
1145,1263
1145,1228
1145,1213
1145,3741
1145,3730
1145,293
1147,96832
1147,88129
1147,1244
1147,109374
1147,1206
1147,86320
1147,1273
1147,99114
1147,94959
1147,79132
1148,318
1148,356
1148,1200
1148,3578
1148,527
1148,1198
1148,150
1148,2959
1148,2762
1148,110
1154,3741
1154,3683
1154,8042
1154,7820
1154,599
1154,6987
1154,1248
1154,7926
1154,4211
1154,6051
1155,4187
1155,953
1155,950
1155,17
1155,911
1155,3451
1155,1207
1155,7055
1155,25886
1155,1271
1158,2329
1158,7438
1158,318
1158,7361
1158,1732
1158,4011
1158,6016
1158,111
1158,3949
1158,1222
1163,2078
1163,1907
1163,1029
1163,1367
1163,661
1163,673
1163,2161
1163,3671
1163,3396
1163,1282
1164,5218
1164,51662
1164,4022
1164,7438
1164,33794
1164,4896
1164,6378
1164,1246
1164,3578
1164,1682
1165,27266
1165,8973
1165,6268
1165,44694
1165,38886
1165,4235
1165,46578
1165,27803
1165,7008
1165,6770
1166,51834
1166,45720
1166,49286
1166,38798
1166,50802
1166,63992
1166,61071
1166,54276
1166,41573
1166,36525
1168,7361
1168,44191
1168,1274
1168,318
1168,1214
1168,1527
1168,29
1168,4973
1168,924
1168,1196
1175,46976
1175,38798
1175,46578
1175,47610
1175,50872
1175,8533
1175,56367
1175,49286
1175,44191
1175,47099
1198,34162
1198,44191
1198,6539
1198,32587
1198,30793
1198,45499
1198,33166
1198,8807
1198,33493
1198,6188
1200,54997
1200,53996
1200,62849
1200,68791
1200,63082
1200,56145
1200,42718
1200,72998
1200,64957
1200,48780
1202,32
1202,1089
1202,4993
1202,356
1202,4973
1202,541
1202,7153
1202,3578
1202,48394
1202,48780
1206,56367
1206,59315
1206,46578
